Longitude,Call_Time,Status,Call_ID,Phone,Call_Date,Latitude,Description,Type_ID
35.443624,8:04,Open,107,505321368,2026-01-20,33,Aenean fermentum.,6
35.162783,1:10,Closed,108,500339477,2024-11-26,32,Aenean fermentum.,5
35.059034,2:37,Closed,109,505599853,2024-12-05,32,"",3
35.483965,7:18,Closed,110,505066699,2025-09-05,32,Donec ut dolor.,1
34.99707,21:52,InProgress,111,504484954,2025-04-24,33,"",1
34.541886,15:38,Closed,112,504771515,2024-11-01,31,Suspendisse potenti.,2
34.992281,4:23,InProgress,113,504348777,2025-03-08,33,Morbi ut odio.,5
34.808923,15:37,InProgress,114,505529613,2025-06-12,33,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",3
35.265495,20:55,Open,115,505197608,2024-01-13,33,"",1
34.660809,1:50,Closed,116,508437220,2024-11-16,32,"",5
34.92141,17:27,Closed,117,504429637,2025-09-25,31,Suspendisse potenti.,6
35.113714,21:55,Closed,118,502122863,2024-07-12,32,"",2
34.897755,16:11,InProgress,119,500153479,2024-08-17,31,"",1
34.983303,16:39,Open,120,506598878,2025-05-07,32,"",4
35.006992,1:47,Open,121,508463088,2025-05-31,31,"",4
34.952473,18:00,Closed,122,505140166,2025-11-11,32,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,2
35.053332,20:21,Closed,123,500253454,2025-01-26,32,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",6
34.978003,22:30,InProgress,124,506907292,2025-10-27,31,Donec posuere metus vitae ipsum.,2
35.303008,13:36,Open,125,507782113,2024-08-02,32,"",3
35.372822,1:24,InProgress,126,506507133,2026-03-14,33,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1
35.345361,9:49,InProgress,127,500728104,2025-04-14,33,Proin risus.,4
34.748368,16:19,Open,128,506864385,2024-07-21,32,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",5
34.799755,19:58,Open,129,506666810,2024-02-27,33,"",6
34.752812,8:05,Open,130,507496017,2026-01-28,33,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2
34.783142,20:18,Closed,131,508931502,2025-06-04,32,"",3
34.573499,12:27,Closed,132,508759154,2025-02-08,31,Cras pellentesque volutpat dui.,5
34.96874,7:15,InProgress,133,502118657,2024-08-15,33,"",1
34.672453,7:31,Closed,134,505435871,2026-02-27,31,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3
34.678551,13:56,Closed,135,502907490,2024-08-09,31,Etiam pretium iaculis justo.,6
35.489339,2:27,Closed,136,505189254,2025-11-22,32,Proin eu mi.,6
35.037016,12:02,InProgress,137,506581495,2025-09-03,31,"",3
34.547683,1:57,Open,138,502070473,2024-10-21,31,"",2
34.721577,20:25,InProgress,139,500278805,2025-05-25,33,Nullam varius.,2
35.038858,0:17,Closed,140,506147648,2025-12-25,33,Cras pellentesque volutpat dui.,5
35.161825,20:27,InProgress,141,503593888,2025-03-13,32,"",1
34.724449,9:08,Open,142,504240436,2024-08-21,32,"",2
35.10873,19:49,Closed,143,506138958,2025-11-09,31,Nullam molestie nibh in lectus.,2
35.111801,22:57,InProgress,144,502410942,2026-02-07,33,"",1
34.710789,2:17,Closed,145,501514606,2024-06-14,32,Aliquam sit amet diam in magna bibendum imperdiet.,1
35.343706,20:12,InProgress,146,500430666,2024-08-01,31,"",2
35.455585,13:08,InProgress,147,502952314,2026-01-14,32,"",6
35.293383,22:33,InProgress,148,503622562,2025-07-09,32,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",6
35.219329,23:24,Closed,149,508849207,2024-01-21,32,"",3
34.544003,21:21,InProgress,150,506032078,2025-01-28,33,Curabitur at ipsum ac tellus semper interdum.,2
35.488127,9:29,Open,151,507643234,2024-09-21,33,"",5
34.618183,3:04,Closed,152,504730108,2025-09-01,31,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",2
35.461279,10:27,InProgress,153,506045465,2025-08-09,32,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",5
34.816125,4:48,InProgress,154,501433294,2026-01-13,33,Vivamus tortor.,2
34.588394,4:57,InProgress,155,503926395,2025-09-12,31,"",5
35.064604,2:28,InProgress,156,503973198,2024-12-01,31,Pellentesque viverra pede ac diam.,6
35.004352,2:58,Open,157,508580526,2024-04-23,32,Suspendisse ornare consequat lectus.,6
34.566539,11:48,Open,158,503651674,2024-09-13,31,Aliquam sit amet diam in magna bibendum imperdiet.,6
35.045672,2:29,InProgress,159,505372829,2024-03-16,32,Pellentesque ultrices mattis odio.,1
35.438055,20:52,Closed,160,508625699,2024-08-28,33,In eleifend quam a odio.,3
35.487794,21:36,Closed,161,508280878,2026-03-02,32,"",6
34.679697,0:19,Closed,162,507967892,2025-09-08,32,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1
34.980661,11:04,Closed,163,500233032,2025-10-16,32,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1
34.995628,4:12,Closed,164,503347774,2024-05-11,31,"",3
34.6041,11:01,Open,165,501138770,2025-05-23,33,Morbi porttitor lorem id ligula.,2
35.279749,6:22,InProgress,166,508301820,2024-02-05,31,In congue.,2
35.137146,18:47,Closed,167,502176969,2024-12-11,33,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",5
34.577249,12:20,Closed,168,502456937,2024-09-26,33,"",1
34.653198,15:29,Closed,169,501029192,2024-07-03,32,Nulla ut erat id mauris vulputate elementum.,2
35.433173,20:33,Open,170,503911081,2026-02-28,33,"",3
34.623697,3:54,Open,171,505526511,2024-09-02,33,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,6
35.22207,18:44,Closed,172,504096630,2024-11-12,32,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1
35.293343,3:38,InProgress,173,503880919,2024-11-23,33,"",6
34.846583,2:18,Open,174,503843761,2026-01-13,33,"",4
34.618075,12:47,Open,175,500369775,2024-01-26,32,"",2
34.707696,5:58,Closed,176,504108906,2025-08-30,31,Nunc rhoncus dui vel sem.,1
34.895013,8:16,Closed,177,505428375,2025-12-27,31,"",2
35.294131,13:49,Closed,178,506765644,2025-12-24,33,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",6
35.271768,0:01,Open,179,500254899,2026-01-14,31,Vivamus vel nulla eget eros elementum pellentesque.,4
34.638914,6:45,Open,180,508878112,2024-08-18,32,Nulla tellus.,5
35.425688,4:00,Open,181,507417026,2025-08-01,33,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",6
35.388323,23:44,Open,182,503633384,2024-11-28,32,"",2
35.377359,10:41,Open,183,501595211,2026-02-13,31,"",1
35.027868,12:52,InProgress,184,502785391,2025-01-12,31,"",2
35.065316,3:37,InProgress,185,500178195,2025-09-12,31,Praesent lectus.,2
34.841973,12:33,Open,186,506069711,2024-03-30,32,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2
35.46393,4:30,Closed,187,508799185,2026-02-12,32,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",3
34.923693,17:07,Closed,188,504700534,2024-09-23,32,"",3
34.598219,9:45,InProgress,189,509205463,2024-09-22,32,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",6
34.796645,14:39,Closed,190,506804514,2024-03-30,31,"",4
35.164291,22:00,Closed,191,504320725,2024-12-10,31,Nullam porttitor lacus at turpis.,4
35.244807,14:45,Closed,192,500071046,2025-05-16,31,Suspendisse ornare consequat lectus.,1
34.603362,1:35,Closed,193,500573691,2025-08-06,31,Maecenas tincidunt lacus at velit.,6
35.047997,22:28,Closed,194,507203019,2024-09-14,32,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3
35.492702,6:53,InProgress,195,500432943,2025-03-11,33,"",6
35.126727,10:56,InProgress,196,502266752,2025-08-19,33,Donec semper sapien a libero.,5
35.448402,2:23,Open,197,505547349,2024-01-03,32,"",4
35.468953,5:48,Open,198,505421103,2025-09-23,33,Donec semper sapien a libero.,5
35.127684,6:22,Closed,199,502226203,2024-10-04,33,Nam tristique tortor eu pede.,6
34.872983,19:40,Closed,200,507556889,2024-05-25,31,"",3
34.548665,7:31,InProgress,201,508284903,2024-10-30,32,"",1
35.349283,3:43,Open,202,504366703,2025-09-01,32,"",4
35.266643,20:33,Closed,203,500416171,2025-01-25,33,"",5
34.601056,18:54,InProgress,204,500448801,2025-09-12,33,"",5
34.624446,6:48,InProgress,205,503771432,2025-03-31,32,Sed ante.,3
34.530764,23:09,Closed,206,503639084,2025-11-12,33,Aenean lectus.,6
35.466425,22:12,InProgress,207,505430282,2024-11-06,32,"",6
34.823725,23:47,Closed,208,503984079,2024-03-21,33,Nunc nisl.,2
35.358508,17:52,InProgress,209,507240542,2025-08-22,31,"",5
35.403109,15:12,Closed,210,505740490,2026-01-17,33,"",2
35.420377,19:16,Closed,211,505213546,2026-01-17,32,Proin eu mi.,4
34.976244,14:12,Closed,212,502090020,2024-02-10,32,"",3
35.285604,1:06,Closed,213,506900444,2026-02-27,33,"",1
34.715241,6:58,Closed,214,503294635,2025-06-16,32,"",3
34.519164,22:53,InProgress,215,502103523,2026-03-23,32,Integer ac leo.,4
34.756854,2:39,InProgress,216,503919801,2025-10-04,31,"",5
34.645097,13:45,Closed,217,500031922,2025-10-10,33,"",3
34.713245,14:45,Closed,218,506659922,2025-11-20,31,Praesent lectus.,1
35.209715,17:18,Closed,219,505107760,2024-09-25,31,"",1
34.5309,17:46,InProgress,220,505254975,2024-03-28,32,Praesent blandit lacinia erat.,5
34.762978,11:22,Closed,221,502123762,2025-08-18,32,"",1
34.89679,22:31,Closed,222,509993051,2024-01-07,31,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",5
34.616643,14:39,Closed,223,502033648,2026-03-10,32,Morbi vel lectus in quam fringilla rhoncus.,1
34.7489,1:33,Closed,224,507077995,2024-07-19,33,"",6
35.183355,21:49,Open,225,504542912,2024-05-05,31,Mauris ullamcorper purus sit amet nulla.,3
34.541273,1:57,Open,226,501122800,2025-03-20,32,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1
34.530442,9:21,InProgress,227,508646675,2025-11-13,33,Aenean sit amet justo.,2
34.854717,14:54,Closed,228,505559025,2025-12-02,31,Phasellus sit amet erat.,5
34.762743,2:46,Open,229,505481432,2024-01-21,32,"",3
35.370554,13:33,Closed,230,503660989,2025-02-14,32,"",1
35.368926,6:35,Open,231,500984511,2026-01-06,33,"",5
34.808586,15:14,Closed,232,503274899,2025-01-14,31,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",5
34.708992,4:51,Closed,233,506899355,2025-11-23,32,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",4
34.779634,17:44,InProgress,234,505174438,2025-07-26,32,"",4
35.162552,16:39,Open,235,505648763,2025-06-21,31,"",5
34.67349,15:35,InProgress,236,501425621,2025-04-16,33,Donec posuere metus vitae ipsum.,4
34.761778,22:36,Closed,237,506268718,2026-01-15,32,"",2
35.132785,17:57,Closed,238,508985016,2024-12-18,33,Nulla facilisi.,4
34.769393,17:01,InProgress,239,509676427,2025-02-19,31,Donec vitae nisi.,5
35.269811,0:46,Closed,240,504142343,2024-03-21,31,Nulla ac enim.,2
34.667148,18:57,InProgress,241,505764640,2025-12-14,31,Integer non velit.,1
34.831225,20:53,InProgress,242,502281794,2024-04-22,32,In sagittis dui vel nisl.,2
35.280588,22:49,InProgress,243,507265691,2026-02-15,31,Aliquam quis turpis eget elit sodales scelerisque.,5
34.627212,1:06,Open,244,509777144,2025-08-02,32,"",4
34.568285,20:10,Closed,245,507939961,2024-05-22,31,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",3
35.496826,23:15,InProgress,246,504916155,2025-01-07,33,"",3
35.280995,15:32,Closed,247,503185724,2024-05-30,33,"",5
35.202922,1:11,Closed,248,504918636,2025-08-26,33,Donec ut dolor.,2
34.962361,0:13,Open,249,507261703,2025-09-02,31,Suspendisse potenti.,1
34.941114,20:15,InProgress,250,503332508,2026-04-09,32,"",4
35.267703,4:37,InProgress,251,501828465,2024-11-17,32,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",6
35.343967,18:19,Open,252,501996912,2024-03-12,31,Duis consequat dui nec nisi volutpat eleifend.,4
35.231617,9:41,Closed,253,508769329,2026-02-18,31,Vestibulum sed magna at nunc commodo placerat.,3
